,id,course
55,962939,PROCESSOSGERENCIAIS
56,981028,PEDAGOGIA
57,976059,ADMINISTRAÇÃO
58,954394,GESTÃODERECURSOSHUMANOS
59,973328,GESTÃOCOMERCIAL
60,954211,PEDAGOGIA
61,976877,FILOSOFIA
62,925527,PEDAGOGIA
63,975523,CIÊNCIADOSDADOS
64,963333,CIÊNCIADOSDADOS
65,961783,FILOSOFIA
66,961367,PEDAGOGIA
67,978505,ENGENHARIAFLORESTAL
68,951974,MATEMÁTICA
69,962031,CIÊNCIADOSDADOS
70,979839,PROCESSOSGERENCIAIS
71,976005,ENGENHARIADEPRODUÇÃO
72,981246,HISTÓRIA
73,981037,TECNOLOGIADAINFORMAÇÃO
74,962704,GESTÃODEMÍDIASSOCIAISDIGITAIS
75,978303,CIÊNCIASBIOLÓGICAS
76,950986,EDUCAÇÃOFÍSICA
77,930827,HISTÓRIA
78,975104,PEDAGOGIA
79,980882,PROCESSOSGERENCIAIS
80,965287,GESTÃODERECURSOSHUMANOS
81,966800,GESTÃOCOMERCIAL
82,953905,ZOOTECNIA
83,946862,HISTÓRIA
84,967645,ADMINISTRAÇÃO
85,978299,PEDAGOGIA
86,921104,CIÊNCIADOSDADOS
87,912995,PROCESSOSGERENCIAIS
88,931773,CIÊNCIASBIOLÓGICAS
89,962130,LETRAS
90,978352,TECNOLOGIADAINFORMAÇÃO
91,977915,PROCESSOSGERENCIAIS
92,923807,CIÊNCIADOSDADOS
93,955358,SISTEMASDEINFORMAÇÃO
94,980901,MÚSICA
95,918657,TECNOLOGIADAINFORMAÇÃO
96,960882,PEDAGOGIA
97,979426,CIÊNCIADOSDADOS
98,980131,GESTÃODESERVIÇOSJURÍDICOSENOTARIAIS
99,968453,AUDIOVISUAL
100,910512,ENGENHARIAELÉTRICA
101,973306,TECNOLOGIADAINFORMAÇÃO
102,969832,ENGENHARIADEALIMENTOS
103,963958,FÍSICA
104,955895,CIÊNCIADOSDADOS
105,958824,CIÊNCIASBIOLÓGICAS
106,927469,TECNOLOGIADAINFORMAÇÃO
107,980492,HISTÓRIA
108,919784,MATEMÁTICA
109,925855,GESTÃODERECURSOSHUMANOS
110,958802,ENGENHARIAELÉTRICA
111,932421,SISTEMASDEINFORMAÇÃO
112,945233,FILOSOFIA
113,981422,TECNOLOGIADAINFORMAÇÃO
114,976381,AUDIOVISUAL
115,959141,PEDAGOGIA
116,968509,EDUCAÇÃOFÍSICA
117,979737,CIÊNCIASBIOLÓGICAS
118,976019,CIÊNCIASCONTÁBEIS
119,981367,GESTÃOCOMERCIAL
120,974748,PROCESSOSGERENCIAIS
121,980145,TECNOLOGIADAINFORMAÇÃO
122,980400,PEDAGOGIA
123,978271,MATEMÁTICA
124,978946,PEDAGOGIA
125,915174,PEDAGOGIA
126,952504,GESTÃODERECURSOSHUMANOS
127,937384,ADMINISTRAÇÃO
128,972181,ADMINISTRAÇÃO
129,978757,ENGENHARIAFLORESTAL
130,971176,CIÊNCIASCONTÁBEIS
131,974906,PROCESSOSGERENCIAIS
132,952935,PEDAGOGIA
133,963246,EDUCAÇÃOFÍSICA
134,977351,GESTÃODESERVIÇOSJURÍDICOSENOTARIAIS
135,936918,GESTÃODEMÍDIASSOCIAISDIGITAIS
136,966889,GESTÃODEMÍDIASSOCIAISDIGITAIS
137,965168,HISTÓRIA
138,943557,CIÊNCIASECONÔMICAS
139,965373,CIÊNCIADOSDADOS
140,946305,PEDAGOGIA
141,945092,PEDAGOGIA
142,910099,CIÊNCIASCONTÁBEIS
143,951707,PEDAGOGIA
144,950687,PEDAGOGIA
145,971845,GESTÃODEMÍDIASSOCIAISDIGITAIS
146,924397,PEDAGOGIA
147,965648,CIÊNCIASBIOLÓGICAS
148,922753,PEDAGOGIA
149,962515,PEDAGOGIA
150,919257,AUDIOVISUAL
151,917325,CIÊNCIASCONTÁBEIS
152,938507,GEOGRAFIA
153,979136,EDUCAÇÃODOCAMPO
154,908266,GESTÃODERECURSOSHUMANOS
155,958038,CIÊNCIASBIOLÓGICAS
156,909137,CIÊNCIASECONÔMICAS
157,965166,ZOOTECNIA
158,970753,LETRAS
159,954249,ZOOTECNIA
160,971419,ZOOTECNIA
161,945864,PROCESSOSGERENCIAIS
162,919028,CIÊNCIASBIOLÓGICAS
163,960810,AUDIOVISUAL
164,932981,ARQUITETURAEURBANISMO
165,936821,LETRAS
166,977517,PEDAGOGIA
167,910289,AUDIOVISUAL
168,946440,CIÊNCIASSOCIAIS
169,943259,ADMINISTRAÇÃO
170,981022,ADMINISTRAÇÃO
171,947116,PEDAGOGIA
172,979846,TURISMO
173,976942,ENFERMAGEM
174,955809,PEDAGOGIA
175,979494,TECNOLOGIADAINFORMAÇÃO
176,972467,ADMINISTRAÇÃO
177,973552,TURISMO
178,958706,GESTÃOCOMERCIAL
179,959769,PEDAGOGIA
180,955861,ADMINISTRAÇÃO
181,968693,CIÊNCIASBIOLÓGICAS
182,964790,PEDAGOGIA
183,973019,PEDAGOGIA
184,922920,ENGENHARIAAMBIENTAL
185,959617,GESTÃODESERVIÇOSJURÍDICOSENOTARIAIS
186,914166,MATEMÁTICA
187,970813,AUDIOVISUAL
188,947894,HISTÓRIA
189,909901,QUÍMICA
190,972166,PROCESSOSGERENCIAIS
191,946377,PEDAGOGIA
192,957271,HISTÓRIA
193,921160,LETRAS
194,980779,PEDAGOGIA
195,952316,ADMINISTRAÇÃO
196,909343,ENGENHARIAAMBIENTAL
197,966247,AUDIOVISUAL
198,938872,ADMINISTRAÇÃO
199,921673,ADMINISTRAÇÃO
200,953864,MATEMÁTICA
201,930924,LETRAS
202,961774,CIÊNCIASSOCIAIS
203,922878,GESTÃODESERVIÇOSJURÍDICOSENOTARIAIS
204,979095,ADMINISTRAÇÃO
205,965829,GESTÃODERECURSOSHUMANOS
206,978371,ENGENHARIAFLORESTAL
207,977647,GEOGRAFIA
208,960643,LETRAS
209,975933,HISTÓRIA
210,933253,ENGENHARIADEPRODUÇÃO
211,947394,ADMINISTRAÇÃO
212,966390,LETRAS
213,943837,ZOOTECNIA
214,950998,QUÍMICA
215,925106,AUDIOVISUAL
216,969905,PROCESSOSGERENCIAIS
217,976429,ENGENHARIAELÉTRICA
218,927137,ADMINISTRAÇÃO
219,971596,LETRAS
220,980956,ENGENHARIADEPRODUÇÃO
221,979779,PEDAGOGIA
222,969676,ADMINISTRAÇÃO
223,970300,TECNOLOGIADAINFORMAÇÃO
224,954955,TECNOLOGIADAINFORMAÇÃO
225,946227,MATEMÁTICA
226,974865,ADMINISTRAÇÃO
227,975087,GEOGRAFIA
228,972999,MATEMÁTICA
229,975040,CIÊNCIADOSDADOS
230,967010,AUDIOVISUAL
231,954021,LETRAS
232,964265,HISTÓRIA
233,944276,CIÊNCIASCONTÁBEIS
234,913810,LETRAS
235,957589,PEDAGOGIA
236,973244,ZOOTECNIA
237,978559,ARQUITETURAEURBANISMO
238,977612,ADMINISTRAÇÃO
239,943533,PROCESSOSGERENCIAIS
240,952879,TURISMO
241,969576,ADMINISTRAÇÃO
242,973649,TECNOLOGIADAINFORMAÇÃO
243,967622,GESTÃODERECURSOSHUMANOS
244,971679,LETRAS
245,970863,CIÊNCIADOSDADOS
246,913286,AUDIOVISUAL
247,968760,GESTÃODEMÍDIASSOCIAISDIGITAIS
248,956619,GESTÃODERECURSOSHUMANOS
249,978069,GESTÃODESERVIÇOSJURÍDICOSENOTARIAIS
250,924218,GESTÃODEMÍDIASSOCIAISDIGITAIS
251,957724,CIÊNCIASCONTÁBEIS
252,973779,ENGENHARIADEPRODUÇÃO
253,977550,PEDAGOGIA
254,979004,GESTÃODEMÍDIASSOCIAISDIGITAIS
255,914984,PEDAGOGIA
256,960819,PEDAGOGIA
257,980330,PEDAGOGIA
258,939630,PEDAGOGIA
259,975790,LETRAS
260,936170,LETRAS
261,969735,CIÊNCIASSOCIAIS
262,953506,ENFERMAGEM
263,961673,PEDAGOGIA
264,958289,GESTÃODERECURSOSHUMANOS
265,966824,HISTÓRIA
266,949908,PEDAGOGIA
267,909005,GESTÃOCOMERCIAL
268,908519,CIÊNCIADOSDADOS
269,961798,PEDAGOGIA
270,976317,PEDAGOGIA
271,951094,PEDAGOGIA
272,919088,TECNOLOGIADAINFORMAÇÃO
273,971160,PEDAGOGIA
274,951819,CIÊNCIASSOCIAIS
275,920192,PROCESSOSGERENCIAIS
276,978671,SISTEMASDEINFORMAÇÃO
277,954603,HISTÓRIA
278,936511,CIÊNCIASECONÔMICAS
279,956167,ADMINISTRAÇÃO
280,927882,ADMINISTRAÇÃO
281,914183,PEDAGOGIA
282,979623,LETRAS
283,974442,TECNOLOGIADAINFORMAÇÃO
284,961763,CIÊNCIADOSDADOS
285,968697,HISTÓRIA
286,979434,CIÊNCIADOSDADOS
287,974694,TECNOLOGIADAINFORMAÇÃO
288,980165,TECNOLOGIADAINFORMAÇÃO
289,968357,GESTÃOCOMERCIAL
290,980925,CIÊNCIASCONTÁBEIS
291,981201,ARQUITETURAEURBANISMO
292,965202,TECNOLOGIADAINFORMAÇÃO
293,953074,GESTÃODERECURSOSHUMANOS
294,946846,CIÊNCIASCONTÁBEIS
295,920877,CIÊNCIADOSDADOS
296,974594,CIÊNCIASCONTÁBEIS
297,960172,CIÊNCIASCONTÁBEIS
298,953938,GEOGRAFIA
299,980073,CIÊNCIADOSDADOS
300,914506,MATEMÁTICA
301,978124,CIÊNCIADOSDADOS
302,980015,TECNOLOGIADAINFORMAÇÃO
303,959049,CIÊNCIASBIOLÓGICAS
304,970669,HISTÓRIA
305,972153,MATEMÁTICA
306,921693,CIÊNCIADOSDADOS
307,916047,CIÊNCIASCONTÁBEIS
308,967150,SISTEMASDEINFORMAÇÃO
309,979697,GESTÃODERECURSOSHUMANOS
310,963981,CIÊNCIADOSDADOS
311,921526,GESTÃODEMÍDIASSOCIAISDIGITAIS
312,980845,CIÊNCIASCONTÁBEIS
313,978333,MÚSICA
314,978419,CIÊNCIASSOCIAIS
315,940406,MATEMÁTICA
316,950691,ADMINISTRAÇÃO
317,975821,GESTÃOCOMERCIAL
318,949583,PEDAGOGIA
319,981289,GESTÃODERECURSOSHUMANOS
320,949986,GESTÃODERECURSOSHUMANOS
321,961601,PEDAGOGIA
322,910980,ENGENHARIADEPRODUÇÃO
323,971062,HISTÓRIA
324,942430,ADMINISTRAÇÃO
325,956243,ADMINISTRAÇÃO
326,951587,PEDAGOGIA
327,908635,GESTÃOCOMERCIAL
328,953011,PROCESSOSGERENCIAIS
329,951227,CIÊNCIADOSDADOS
330,943298,LETRAS
331,913432,AUDIOVISUAL
332,919431,AUDIOVISUAL
333,952617,ENGENHARIAELÉTRICA
334,957000,ENFERMAGEM
335,934559,CIÊNCIASSOCIAIS
336,977558,ENGENHARIAFLORESTAL
337,962419,PEDAGOGIA
338,918618,PEDAGOGIA
339,977690,PEDAGOGIA
340,943741,GESTÃODESERVIÇOSJURÍDICOSENOTARIAIS
341,914242,HISTÓRIA
342,964459,PEDAGOGIA
343,975485,LETRAS
344,975362,LETRAS
345,981267,GESTÃOCOMERCIAL
346,970358,GESTÃODESERVIÇOSJURÍDICOSENOTARIAIS
347,911667,GESTÃOCOMERCIAL
348,980373,TECNOLOGIADAINFORMAÇÃO
349,962864,ADMINISTRAÇÃO
350,945705,PEDAGOGIA
351,913994,ENGENHARIAAMBIENTAL
352,911373,TECNOLOGIADAINFORMAÇÃO
353,977288,TECNOLOGIADAINFORMAÇÃO
354,922755,HISTÓRIA
355,979195,LETRAS
356,948250,GESTÃODERECURSOSHUMANOS
357,960914,LETRAS
358,924175,HISTÓRIA
359,960148,ADMINISTRAÇÃO
360,970517,CIÊNCIADOSDADOS
361,908119,PEDAGOGIA
362,953452,PEDAGOGIA
363,957135,GESTÃODEMÍDIASSOCIAISDIGITAIS
364,971584,PEDAGOGIA
365,909111,AUDIOVISUAL
366,910366,HISTÓRIA
367,963107,QUÍMICA
368,978844,CIÊNCIASCONTÁBEIS
369,974658,HISTÓRIA
370,954539,GESTÃODESERVIÇOSJURÍDICOSENOTARIAIS
371,967524,GESTÃOCOMERCIAL
372,971902,FÍSICA
373,911235,ENGENHARIADEALIMENTOS
374,968736,CIÊNCIADOSDADOS
375,924209,HISTÓRIA
376,968777,ENGENHARIAELÉTRICA
377,980221,MÚSICA
378,951182,GESTÃOCOMERCIAL
379,949746,ADMINISTRAÇÃO
380,926520,PROCESSOSGERENCIAIS
381,974644,MATEMÁTICA
382,979881,CIÊNCIADOSDADOS
383,921637,HISTÓRIA
384,977540,GESTÃODERECURSOSHUMANOS
385,965960,GESTÃODERECURSOSHUMANOS
386,960166,GESTÃODERECURSOSHUMANOS
387,976793,GESTÃODERECURSOSHUMANOS
388,979615,PEDAGOGIA
389,967046,PEDAGOGIA
390,958959,GESTÃOCOMERCIAL
391,975154,GESTÃODEMÍDIASSOCIAISDIGITAIS
392,979674,ZOOTECNIA
393,945879,GESTÃODEMÍDIASSOCIAISDIGITAIS
394,963282,LETRAS
395,972045,GESTÃODERECURSOSHUMANOS
396,979279,GESTÃODESERVIÇOSJURÍDICOSENOTARIAIS
397,964803,LETRAS
398,979261,PEDAGOGIA
399,908146,ADMINISTRAÇÃO
400,914758,CIÊNCIASCONTÁBEIS
401,981255,CIÊNCIASBIOLÓGICAS
402,917987,CIÊNCIASCONTÁBEIS
403,941004,CIÊNCIASCONTÁBEIS
404,981399,PEDAGOGIA
405,976315,PEDAGOGIA
406,980716,GESTÃODEMÍDIASSOCIAISDIGITAIS
407,971910,LETRAS
408,936536,AUDIOVISUAL
409,913337,ENGENHARIAELÉTRICA
410,959715,HISTÓRIA
411,924296,ADMINISTRAÇÃO
412,966439,CIÊNCIASECONÔMICAS
413,978345,QUÍMICA
414,980098,ENGENHARIADEPRODUÇÃO
415,910986,FÍSICA
416,974957,CIÊNCIASCONTÁBEIS
417,980676,ENGENHARIAELÉTRICA
418,921548,CIÊNCIADOSDADOS
419,962016,AUDIOVISUAL
420,960797,QUÍMICA
421,977297,CIÊNCIADOSDADOS
422,963580,LETRAS
423,948267,PROCESSOSGERENCIAIS
424,927864,TECNOLOGIADAINFORMAÇÃO
425,910493,GESTÃODEMÍDIASSOCIAISDIGITAIS
426,965491,CIÊNCIADOSDADOS
427,961698,MATEMÁTICA
428,981287,ADMINISTRAÇÃO
429,944898,GESTÃODERECURSOSHUMANOS
430,977272,GESTÃODEMÍDIASSOCIAISDIGITAIS
431,974851,TECNOLOGIADAINFORMAÇÃO
432,956396,PEDAGOGIA
433,964277,ENFERMAGEM
434,959135,ENGENHARIADEPRODUÇÃO
435,963991,SISTEMASDEINFORMAÇÃO
436,966831,TECNOLOGIADAINFORMAÇÃO
437,970391,PEDAGOGIA
438,920445,GESTÃODERECURSOSHUMANOS
439,917013,ENFERMAGEM
440,946954,CIÊNCIASCONTÁBEIS
441,979520,TECNOLOGIADAINFORMAÇÃO
442,970485,TECNOLOGIADAINFORMAÇÃO
443,921819,CIÊNCIASECONÔMICAS
444,957887,TECNOLOGIADAINFORMAÇÃO
445,965152,PEDAGOGIA
446,935905,GESTÃODERECURSOSHUMANOS
447,943993,GEOGRAFIA
448,975335,LETRAS
449,977920,PEDAGOGIA
450,981042,GESTÃODEMÍDIASSOCIAISDIGITAIS
451,944884,LETRAS
452,980841,CIÊNCIADOSDADOS
453,967907,HISTÓRIA
454,909238,CIÊNCIASCONTÁBEIS
455,975431,FÍSICA
456,977798,CIÊNCIASCONTÁBEIS
457,975521,GEOGRAFIA
458,950443,ENGENHARIADEPRODUÇÃO
459,977748,CIÊNCIASBIOLÓGICAS
460,967494,CIÊNCIASBIOLÓGICAS
461,968961,HISTÓRIA
462,974123,PEDAGOGIA
463,968603,CIÊNCIADOSDADOS
464,979963,GESTÃODERECURSOSHUMANOS
465,947210,TECNOLOGIADAINFORMAÇÃO
466,945452,CIÊNCIADOSDADOS
467,950432,ADMINISTRAÇÃO
468,930495,TECNOLOGIADAINFORMAÇÃO
469,979642,PEDAGOGIA
470,912412,CIÊNCIADOSDADOS
471,976567,TECNOLOGIADAINFORMAÇÃO
472,952792,ENGENHARIAQUÍMICA
473,959358,ENGENHARIAAMBIENTAL
474,978152,ENGENHARIADEPRODUÇÃO
475,971797,AUDIOVISUAL
476,954823,ADMINISTRAÇÃO
477,945130,PEDAGOGIA
478,963172,GESTÃODERECURSOSHUMANOS
479,977730,ADMINISTRAÇÃO
480,977242,CIÊNCIASBIOLÓGICAS
481,972745,ENGENHARIAELÉTRICA
482,955299,PEDAGOGIA
483,953552,SISTEMASDEINFORMAÇÃO
484,965655,ZOOTECNIA
485,962658,ENGENHARIADEALIMENTOS
486,909739,ZOOTECNIA
487,956705,GESTÃODESERVIÇOSJURÍDICOSENOTARIAIS
488,974516,ADMINISTRAÇÃO
489,966136,GESTÃODESERVIÇOSJURÍDICOSENOTARIAIS
490,972398,PEDAGOGIA
491,966902,GESTÃOCOMERCIAL
492,951946,EDUCAÇÃOFÍSICA
493,920647,PEDAGOGIA
494,979408,HISTÓRIA
495,968182,CIÊNCIADOSDADOS
496,960006,AUDIOVISUAL
497,971771,SISTEMASDEINFORMAÇÃO
498,977731,ENGENHARIAAMBIENTAL
499,911115,HISTÓRIA
500,959199,AUDIOVISUAL
501,980050,TECNOLOGIADAINFORMAÇÃO
502,935674,PEDAGOGIA
503,955388,CIÊNCIASCONTÁBEIS
504,963776,PEDAGOGIA
505,977896,HISTÓRIA
506,955719,PEDAGOGIA
507,974670,GESTÃODEMÍDIASSOCIAISDIGITAIS
508,921638,HISTÓRIA
509,962603,PEDAGOGIA
510,932525,ADMINISTRAÇÃO
511,955261,ARQUITETURAEURBANISMO
512,908418,ADMINISTRAÇÃO
513,912519,ENGENHARIADEALIMENTOS
514,922662,HISTÓRIA
515,961173,PROCESSOSGERENCIAIS
516,931785,HISTÓRIA
517,981290,PEDAGOGIA
518,980342,ARQUITETURAEURBANISMO
519,956345,SISTEMASDEINFORMAÇÃO
520,912644,GESTÃODERECURSOSHUMANOS
521,966754,PROCESSOSGERENCIAIS
522,926758,CIÊNCIADOSDADOS
523,955158,ZOOTECNIA
524,922375,PEDAGOGIA
525,980688,CIÊNCIASECONÔMICAS
526,973843,CIÊNCIADOSDADOS
527,964117,PROCESSOSGERENCIAIS
528,910564,ENGENHARIADEPRODUÇÃO
529,927441,CIÊNCIADOSDADOS
530,908545,PEDAGOGIA
531,921962,MATEMÁTICA
532,919825,GESTÃODESERVIÇOSJURÍDICOSENOTARIAIS
533,955863,PEDAGOGIA
534,949980,ADMINISTRAÇÃO
535,913080,ENGENHARIAELÉTRICA
536,969573,LETRAS
537,974896,GESTÃODERECURSOSHUMANOS
538,934403,ADMINISTRAÇÃO
539,979420,CIÊNCIADOSDADOS
540,965661,FILOSOFIA
541,960885,GESTÃODEMÍDIASSOCIAISDIGITAIS
542,959417,GESTÃOCOMERCIAL
543,951155,SISTEMASDEINFORMAÇÃO
544,978565,ENGENHARIAAMBIENTAL
545,912381,GESTÃODERECURSOSHUMANOS
546,976022,TECNOLOGIADAINFORMAÇÃO
547,980694,TECNOLOGIADAINFORMAÇÃO
548,924743,ADMINISTRAÇÃO
549,979482,MÚSICA
550,962950,CIÊNCIADOSDADOS
551,964577,GESTÃOCOMERCIAL
552,952421,ENGENHARIADEPRODUÇÃO
553,971975,SISTEMASDEINFORMAÇÃO
554,975035,GESTÃODEMÍDIASSOCIAISDIGITAIS
555,957801,ARQUITETURAEURBANISMO
556,942406,AUDIOVISUAL
557,963684,TECNOLOGIADAINFORMAÇÃO
558,952013,HISTÓRIA
559,980229,PROCESSOSGERENCIAIS
560,965388,PROCESSOSGERENCIAIS
561,932393,GESTÃODERECURSOSHUMANOS
562,945405,CIÊNCIASCONTÁBEIS
563,970476,ADMINISTRAÇÃO
564,980224,CIÊNCIADOSDADOS
565,963042,ENGENHARIADEPRODUÇÃO
566,979552,CIÊNCIASCONTÁBEIS
567,979306,ADMINISTRAÇÃO
568,932507,ENGENHARIAAMBIENTAL
569,968190,HISTÓRIA
570,937129,CIÊNCIASBIOLÓGICAS
571,945085,CIÊNCIADOSDADOS
572,930009,ENGENHARIAELÉTRICA
573,979032,TECNOLOGIADAINFORMAÇÃO
574,946433,CIÊNCIASCONTÁBEIS
575,965895,TECNOLOGIADAINFORMAÇÃO
576,979581,GESTÃOCOMERCIAL
577,958463,ENGENHARIADEPRODUÇÃO
578,963219,CIÊNCIASBIOLÓGICAS
579,966232,ADMINISTRAÇÃO
580,979240,MATEMÁTICA
581,953878,PEDAGOGIA
582,952471,PEDAGOGIA
583,910429,FÍSICA
584,947554,ARQUITETURAEURBANISMO
585,913909,GESTÃODERECURSOSHUMANOS
586,912361,PROCESSOSGERENCIAIS
587,958142,HISTÓRIA
588,940364,CIÊNCIASCONTÁBEIS
589,922845,ENGENHARIADEPRODUÇÃO
590,913269,PEDAGOGIA
591,923113,ADMINISTRAÇÃO
592,980724,TECNOLOGIADAINFORMAÇÃO
593,979090,LETRAS
594,981306,LETRAS
595,918924,GESTÃOCOMERCIAL
596,967554,CIÊNCIASCONTÁBEIS
597,913046,ENGENHARIAELÉTRICA
598,926950,ZOOTECNIA
599,976781,AUDIOVISUAL
600,977075,MATEMÁTICA
601,954487,PEDAGOGIA
602,945568,CIÊNCIASBIOLÓGICAS
603,917299,AUDIOVISUAL
604,966082,PEDAGOGIA
605,968614,CIÊNCIADOSDADOS
606,921417,SISTEMASDEINFORMAÇÃO
607,938512,PEDAGOGIA
608,959129,HISTÓRIA
609,974688,GESTÃODEMÍDIASSOCIAISDIGITAIS
610,940878,CIÊNCIASCONTÁBEIS
611,966211,CIÊNCIASCONTÁBEIS
612,964739,HISTÓRIA
613,953398,TECNOLOGIADAINFORMAÇÃO
614,948340,ADMINISTRAÇÃO
615,977325,MÚSICA
616,978596,ENGENHARIAFLORESTAL
617,934996,GESTÃODESERVIÇOSJURÍDICOSENOTARIAIS
618,965502,PEDAGOGIA
619,972533,CIÊNCIASBIOLÓGICAS
620,972659,ADMINISTRAÇÃO
621,947134,GESTÃODERECURSOSHUMANOS
622,954064,ADMINISTRAÇÃO
623,977665,EDUCAÇÃODOCAMPO
624,965321,TECNOLOGIADAINFORMAÇÃO
625,927477,TECNOLOGIADAINFORMAÇÃO
626,979321,CIÊNCIADOSDADOS
627,953497,AUDIOVISUAL
628,956250,GESTÃODEMÍDIASSOCIAISDIGITAIS
629,974859,TECNOLOGIADAINFORMAÇÃO
630,945704,ENGENHARIADEPRODUÇÃO
631,970017,SISTEMASDEINFORMAÇÃO
632,971869,ENGENHARIAAMBIENTAL
633,912308,GESTÃODEMÍDIASSOCIAISDIGITAIS
634,945854,AUDIOVISUAL
635,977339,HISTÓRIA
636,977977,TECNOLOGIADAINFORMAÇÃO
637,948144,TECNOLOGIADAINFORMAÇÃO
638,980721,LETRAS
639,976192,CIÊNCIASCONTÁBEIS
640,909337,SISTEMASDEINFORMAÇÃO
641,974541,ENGENHARIADEALIMENTOS
642,978989,SISTEMASDEINFORMAÇÃO
643,922426,ENGENHARIAAMBIENTAL
644,946292,ADMINISTRAÇÃO
645,951805,CIÊNCIADOSDADOS
646,958309,GESTÃOCOMERCIAL
647,971792,PEDAGOGIA
648,970867,CIÊNCIADOSDADOS
649,965280,CIÊNCIASBIOLÓGICAS
650,916608,SISTEMASDEINFORMAÇÃO
651,976769,ENGENHARIADEPRODUÇÃO
652,966985,TECNOLOGIADAINFORMAÇÃO
653,949458,ENGENHARIAELÉTRICA
654,954230,TECNOLOGIADAINFORMAÇÃO
655,914253,SISTEMASDEINFORMAÇÃO
656,980758,PEDAGOGIA
657,978523,MATEMÁTICA
658,954373,LETRAS
659,959124,CIÊNCIASBIOLÓGICAS
660,924023,ENFERMAGEM
661,960072,CIÊNCIADOSDADOS
662,943920,PEDAGOGIA
663,955291,QUÍMICA
664,960938,GESTÃOCOMERCIAL
665,938626,GESTÃODERECURSOSHUMANOS
666,953548,CIÊNCIADOSDADOS
667,922681,CIÊNCIASBIOLÓGICAS
668,981078,GESTÃODERECURSOSHUMANOS
669,917241,TECNOLOGIADAINFORMAÇÃO
670,964249,PROCESSOSGERENCIAIS
671,954317,GESTÃODERECURSOSHUMANOS
672,911687,LETRAS
673,969692,HISTÓRIA
674,977843,MÚSICA
675,953343,PEDAGOGIA
676,914272,LETRAS
677,979651,GESTÃODERECURSOSHUMANOS
678,975082,GESTÃODESERVIÇOSJURÍDICOSENOTARIAIS
679,976292,GESTÃOCOMERCIAL
680,959859,CIÊNCIASSOCIAIS
681,957441,TECNOLOGIADAINFORMAÇÃO
682,908094,TECNOLOGIADAINFORMAÇÃO
683,969210,HISTÓRIA
684,952930,PROCESSOSGERENCIAIS
685,976247,HISTÓRIA
686,934604,TECNOLOGIADAINFORMAÇÃO
687,980397,GESTÃOCOMERCIAL
688,953888,TECNOLOGIADAINFORMAÇÃO
689,958287,GEOGRAFIA
690,957257,TECNOLOGIADAINFORMAÇÃO
691,908069,CIÊNCIADOSDADOS
692,979399,PROCESSOSGERENCIAIS
693,908670,ENFERMAGEM
694,965998,PEDAGOGIA
695,981097,TECNOLOGIADAINFORMAÇÃO
696,934900,LETRAS
697,975887,PEDAGOGIA
698,945958,PEDAGOGIA
699,980809,GESTÃODESERVIÇOSJURÍDICOSENOTARIAIS
700,980736,CIÊNCIADOSDADOS
701,979320,PEDAGOGIA
702,908933,PEDAGOGIA
703,975054,CIÊNCIADOSDADOS
704,963662,ADMINISTRAÇÃO
705,977964,HISTÓRIA
706,981227,PEDAGOGIA
707,949502,ZOOTECNIA
708,980888,PEDAGOGIA
